names, Prey, Predator, Growthrate, Harvest, 
//t, Prey, t, Predator, t, Growthrate, t, Harvest, 
0.000000, 1.000000e+00,0.000000, 2.000000e-01,0.000000, 1.442672e-321,0.000000, 6.952554e-310,
0.010000, 9.969085e-01,0.010000, 2.001589e-01,0.010000, 0.000000e+00,0.010000, 1.196290e-01,
0.023333, 9.928015e-01,0.023333, 2.003688e-01,0.023333, 0.000000e+00,0.023333, 1.191362e-01,
0.041111, 9.873522e-01,0.041111, 2.006451e-01,0.041111, 0.000000e+00,0.041111, 1.184823e-01,
0.064815, 9.801336e-01,0.064815, 2.010073e-01,0.064815, 0.000000e+00,0.064815, 1.176160e-01,
0.080000, 9.755286e-01,0.080000, 2.012369e-01,0.080000, 2.654821e-03,0.080000, 1.170634e-01,
0.090000, 9.725301e-01,0.090000, 2.013869e-01,0.090000, 6.543988e-02,0.090000, 1.167036e-01,
0.100000, 9.701471e-01,0.100000, 2.015361e-01,0.100000, 1.279667e-01,0.100000, 1.164177e-01,
0.110000, 9.683729e-01,0.110000, 2.016847e-01,0.110000, 1.899885e-01,0.110000, 1.162047e-01,
0.120000, 9.671997e-01,0.120000, 2.018329e-01,0.120000, 2.512604e-01,0.120000, 1.160640e-01,
0.130000, 9.666186e-01,0.130000, 2.019810e-01,0.130000, 3.115408e-01,0.130000, 1.159942e-01,
0.140000, 9.666190e-01,0.140000, 2.021292e-01,0.140000, 3.705916e-01,0.140000, 1.159943e-01,
0.150000, 9.671897e-01,0.150000, 2.022778e-01,0.150000, 4.281799e-01,0.150000, 1.160628e-01,
0.160000, 9.683176e-01,0.160000, 2.024269e-01,0.160000, 4.840784e-01,0.160000, 1.161981e-01,
0.170000, 9.699886e-01,0.170000, 2.025768e-01,0.170000, 5.380664e-01,0.170000, 1.163986e-01,
0.180000, 9.721873e-01,0.180000, 2.027277e-01,0.180000, 5.899310e-01,0.180000, 1.166625e-01,
0.190000, 9.748967e-01,0.190000, 2.028798e-01,0.190000, 6.394673e-01,0.190000, 1.169876e-01,
0.200000, 9.780984e-01,0.200000, 2.030333e-01,0.200000, 6.864800e-01,0.200000, 1.173718e-01,
0.210000, 9.817727e-01,0.210000, 2.031885e-01,0.210000, 7.307834e-01,0.210000, 1.178127e-01,
0.220000, 9.858981e-01,0.220000, 2.033454e-01,0.220000, 7.722028e-01,0.220000, 1.183078e-01,
0.230000, 9.904517e-01,0.230000, 2.035043e-01,0.230000, 8.105746e-01,0.230000, 1.188542e-01,
0.240000, 9.954089e-01,0.240000, 2.036654e-01,0.240000, 8.457475e-01,0.240000, 1.194491e-01,
0.250000, 1.000744e+00,0.250000, 2.038288e-01,0.250000, 8.775826e-01,0.250000, 1.200892e-01,
0.260000, 1.006428e+00,0.260000, 2.039946e-01,0.260000, 9.059542e-01,0.260000, 1.207713e-01,
0.270000, 1.012432e+00,0.270000, 2.041630e-01,0.270000, 9.307505e-01,0.270000, 1.214918e-01,
0.280000, 1.018725e+00,0.280000, 2.043341e-01,0.280000, 9.518735e-01,0.280000, 1.222470e-01,
0.290000, 1.025273e+00,0.290000, 2.045081e-01,0.290000, 9.692400e-01,0.290000, 1.230328e-01,
0.300000, 1.032043e+00,0.300000, 2.046849e-01,0.300000, 9.827813e-01,0.300000, 1.238452e-01,
