0,0,0,0,0
0.996908,0.200159,0,0.0119629,0.119629
0.992801,0.200369,0,0.0214839,0.119136
0.987352,0.200645,0,0.0290354,0.118482
0.980134,0.201007,0,0.0349899,0.117616
0.975529,0.201237,0.00265482,0.0396983,0.117063
0.97253,0.201387,0.0654399,0.043429,0.116704
0.970147,0.201536,0.127967,0.0463849,0.116418
0.968373,0.201685,0.189988,0.0487284,0.116205
0.9672,0.201833,0.25126,0.0505891,0.116064
0.966619,0.201981,0.311541,0.0520707,0.115994
0.966619,0.202129,0.370592,0.053256,0.115994
0.96719,0.202278,0.42818,0.0542111,0.116063
0.968318,0.202427,0.484078,0.0549887,0.116198
0.969989,0.202577,0.538066,0.0556308,0.116399
0.972187,0.202728,0.589931,0.0561709,0.116662
0.974897,0.20288,0.639467,0.0566355,0.116988
0.978098,0.203033,0.68648,0.0640569,0.117372
0.981773,0.203188,0.730783,0.0716921,0.117813
0.985898,0.203345,0.772203,0.0793767,0.118308
0.990452,0.203504,0.810575,0.0869745,0.118854
0.995409,0.203665,0.845747,0.0943738,0.119449
1.00074,0.203829,0.877583,0.101483,0.120089
1.00643,0.203995,0.905954,0.108229,0.120771
1.01243,0.204163,0.930751,0.11455,0.121492
1.01872,0.204334,0.951874,0.1204,0.122247
1.02527,0.204508,0.96924,0.12574,0.123033
1.03204,0.204685,0.982781,0.130539,0.123845
1.039,0.204865,0.992444,0.134773,0.12468
1.0461,0.205048,0.99819,0.138422,0.125532
1.05331,0.205234,0.999996,0.14147,0.126397
1.06059,0.205423,0.997857,0.143901,0.127271
1.06789,0.205615,0.991778,0.145705,0.128147
1.07518,0.205811,0.981786,0.146185,0.129021
1.0824,0.20601,0.96792,0.146151,0.129888
1.08952,0.206212,0.950233,0.145563,0.130743
1.0965,0.206417,0.928796,0.144392,0.131579
1.10327,0.206625,0.903693,0.142609,0.132393
1.10981,0.206836,0.875025,0.140191,0.133177
1.11606,0.207049,0.842902,0.137119,0.133927
1.12198,0.207266,0.807454,0.133379,0.134638
1.12753,0.207485,0.768818,0.12896,0.135304
1.13267,0.207706,0.727149,0.123856,0.13592
1.13735,0.207929,0.682609,0.118068,0.136482
1.14154,0.208155,0.635376,0.111603,0.136984
1.14519,0.208382,0.585635,0.104477,0.137423
1.14829,0.208611,0.533583,0.0967139,0.137795
1.15079,0.208841,0.479426,0.0883467,0.138095
1.15267,0.209072,0.423376,0.0794197,0.138321
1.1539,0.209304,0.365655,0.0706114,0.138469
1.15447,0.209536,0.306491,0.061227,0.138536
1.15435,0.209769,0.246118,0.0513658,0.138522
1.15353,0.210001,0.184773,0.0411302,0.138424
1.15201,0.210233,0.122699,0.0306256,0.138241
1.14977,0.210465,0.0601407,0.0199588,0.137972
1.14682,0.210695,0,0.00932622,0.137618
1.10082,0.213514,0,0.000580355,0.132098
1.0869,0.214349,0,-0.00648178,0.130428
1.06862,0.215425,0,-0.0122123,0.128234
1.04471,0.216797,0,-0.0168932,0.125366
1.02128,0.218103,0,-0.0207227,0.122554
0.998312,0.219346,0,-0.0238599,0.119797
0.975804,0.220525,0,-0.0264325,0.117097
0.953752,0.22164,0,-0.0285433,0.11445
0.947245,0.221965,0.00265482,-0.0301592,0.113669
0.941157,0.22227,0.0654399,-0.0288566,0.112939
0.938714,0.22242,0.127967,-0.025648,0.112646
0.936861,0.22257,0.189988,-0.0208666,0.112423
0.935589,0.22272,0.25126,-0.0147998,0.112271
0.93489,0.222869,0.311541,-0.00769933,0.112187
0.934754,0.223018,0.370592,0.000212533,0.112171
0.935169,0.223168,0.42818,0.00873802,0.11222
0.936123,0.223318,0.484078,0.0177006,0.112335
0.937601,0.223469,0.538066,0.0269426,0.112512
0.939588,0.223621,0.589931,0.0363237,0.112751
0.942069,0.223774,0.639467,0.0457197,0.113048
0.945024,0.223928,0.68648,0.0550216,0.113403
0.948435,0.224085,0.730783,0.0641342,0.113812
0.95228,0.224243,0.772203,0.0729758,0.114274
0.956538,0.224403,0.810575,0.0814767,0.114785
0.961184,0.224565,0.845747,0.0895779,0.115342
0.966193,0.224729,0.877583,0.0975552,0.115943
0.971538,0.224897,0.905954,0.104971,0.116585
0.97719,0.225066,0.930751,0.11181,0.117263
0.983119,0.225239,0.951874,0.118056,0.117974
0.989293,0.225414,0.96924,0.1237,0.118715
0.995679,0.225593,0.982781,0.128732,0.119481
1.00224,0.225775,0.992444,0.133145,0.120269
1.00894,0.225959,0.99819,0.136934,0.121073
1.01575,0.226147,0.999996,0.140092,0.12189
1.02261,0.226339,0.997857,0.142615,0.122714
1.02951,0.226533,0.991778,0.144498,0.123541
1.03638,0.226731,0.981786,0.145734,0.124365
1.04319,0.226932,0.96792,0.146318,0.125183
1.0499,0.227137,0.950233,0.146241,0.125988
1.05646,0.227344,0.928796,0.145497,0.126775
1.06283,0.227555,0.903693,0.144078,0.12754
1.06897,0.227769,0.875025,0.141294,0.128276
1.07483,0.227985,0.842902,0.137957,0.12898
1.08037,0.228204,0.807454,0.134034,0.129645
1.08556,0.228426,0.768818,0.129501,0.130267
1.09034,0.22865,0.727149,0.12434,0.130841
1.09469,0.228877,0.682609,0.118543,0.131363
1.09856,0.229105,0.635376,0.112107,0.131827
1.10192,0.229335,0.585635,0.105041,0.13223
1.10473,0.229567,0.533583,0.0973618,0.132568
1.10698,0.2298,0.479426,0.0890983,0.132837
1.10862,0.230034,0.423376,0.0802887,0.133035
1.10965,0.230269,0.365655,0.070983,0.133157
1.11003,0.230504,0.306491,0.0612417,0.133203
1.10975,0.230739,0.246118,0.0511356,0.13317
1.1088,0.230974,0.184773,0.0407446,0.133056
1.10717,0.231209,0.122699,0.0301558,0.132861
1.10486,0.231443,0.0601407,0.0200108,0.132583
1.10186,0.231675,0,0.00981669,0.132223
1.0557,0.234497,0,0.00144826,0.126684
1.04175,0.235329,0,-0.00530375,0.12501
1.02344,0.236396,0,-0.0107753,0.122813
0.999526,0.237747,0,-0.0152347,0.119943
0.976112,0.239026,0,-0.0188729,0.117133
0.95319,0.240233,0,-0.0218432,0.114383
0.930756,0.241368,0,-0.0242689,0.111691
0.908802,0.242433,0,-0.0262491,0.109056
0.902327,0.242743,0.00265482,-0.0277582,0.108279
0.896268,0.243032,0.0654399,-0.02692,0.107552
0.893812,0.243175,0.127967,-0.024136,0.107257
0.891918,0.243317,0.189988,-0.019751,0.10703
0.890578,0.243458,0.25126,-0.0140615,0.106869
0.889784,0.2436,0.311541,-0.00732512,0.106774
0.889525,0.243741,0.370592,0.000791169,0.106743
0.889791,0.243882,0.42818,0.00942116,0.106775
0.890569,0.244024,0.484078,0.0184077,0.106868
0.891846,0.244166,0.538066,0.0276098,0.107022
0.893607,0.24431,0.589931,0.0369012,0.107233
0.895836,0.244454,0.639467,0.04617,0.1075
0.898516,0.2446,0.68648,0.0553174,0.107822
0.901628,0.244748,0.730783,0.0642572,0.108195
0.905152,0.244898,0.772203,0.0729149,0.108618
0.909067,0.245049,0.810575,0.0812269,0.109088
0.91335,0.245203,0.845747,0.0891395,0.109602
0.917976,0.245359,0.877583,0.0966079,0.110157
0.922921,0.245517,0.905954,0.103595,0.11075
0.928155,0.245679,0.930751,0.110071,0.111379
0.933651,0.245843,0.951874,0.116012,0.112038
0.939378,0.24601,0.96924,0.121398,0.112725
0.945305,0.24618,0.982781,0.125543,0.113437
0.951397,0.246353,0.992444,0.129238,0.114168
0.95762,0.246529,0.99819,0.132445,0.114914
0.963939,0.246709,0.999996,0.135134,0.115673
0.970315,0.246892,0.997857,0.137281,0.116438
0.976712,0.247078,0.991778,0.138863,0.117205
0.983089,0.247267,0.981786,0.139862,0.117971
0.989407,0.24746,0.96792,0.140262,0.118729
0.995625,0.247656,0.950233,0.140048,0.119475
1.0017,0.247855,0.928796,0.139206,0.120204
1.0076,0.248057,0.903693,0.137723,0.120912
1.01327,0.248262,0.875025,0.135589,0.121593
1.01868,0.24847,0.842902,0.132793,0.122242
1.02379,0.248681,0.807454,0.129328,0.122855
1.02855,0.248895,0.768818,0.125188,0.123426
1.03294,0.24911,0.727149,0.120371,0.123953
1.03691,0.249328,0.682609,0.114217,0.124429
1.04042,0.249548,0.635376,0.107536,0.124851
1.04345,0.249769,0.585635,0.100318,0.125214
1.04597,0.249992,0.533583,0.0925638,0.125516
1.04794,0.250217,0.479426,0.0842896,0.125753
1.04935,0.250442,0.423376,0.0755231,0.125922
1.05017,0.250667,0.365655,0.0663052,0.12602
1.05038,0.250893,0.306491,0.056689,0.126046
1.04997,0.251119,0.246118,0.0467389,0.125996
1.04892,0.251345,0.184773,0.0365294,0.125871
1.04723,0.25157,0.122699,0.0261429,0.125668
1.0449,0.251794,0.0601407,0.015668,0.125387
1.04191,0.252017,6.93889e-18,0.00528254,0.12503
0.996476,0.25469,0,-0.00317326,0.119577
0.982764,0.255473,0,-0.00997533,0.117932
0.964779,0.256471,0,-0.0154608,0.115773
0.941323,0.257722,0,-0.0193975,0.112959
0.918385,0.258894,0,-0.0225894,0.110206
0.895959,0.259988,0,-0.0251754,0.107515
0.874037,0.261005,0,-0.0272675,0.104884
0.852613,0.261947,0,-0.0289557,0.102314
0.846296,0.262219,0.00265482,-0.0302266,0.101556
0.840385,0.262473,0.0654399,-0.029259,0.100846
0.837969,0.262598,0.127967,-0.0264406,0.100556
0.83608,0.262722,0.189988,-0.0221015,0.10033
0.834711,0.262845,0.25126,-0.0165245,0.100165
0.833854,0.262968,0.311541,-0.00995539,0.100062
0.833498,0.263091,0.370592,-0.0026095,0.10002
0.833634,0.263214,0.42818,0.00532329,0.100036
0.834251,0.263338,0.484078,0.0136748,0.10011
0.835334,0.263462,0.538066,0.0222961,0.10024
0.83687,0.263586,0.589931,0.0310551,0.100424
0.838844,0.263712,0.639467,0.0403973,0.100661
0.841239,0.26384,0.68648,0.0495461,0.100949
0.844039,0.263969,0.730783,0.0584347,0.101285
0.847224,0.264099,0.772203,0.0670042,0.101667
0.850774,0.264232,0.810575,0.0752033,0.102093
0.854667,0.264366,0.845747,0.0829879,0.10256
0.858881,0.264503,0.877583,0.0903209,0.103066
0.86339,0.264643,0.905954,0.097171,0.103607
0.86817,0.264785,0.930751,0.103512,0.10418
0.873194,0.264929,0.951874,0.109324,0.104783
0.878432,0.265077,0.96924,0.114589,0.105412
0.883855,0.265228,0.982781,0.119293,0.106063
0.889432,0.265381,0.992444,0.123424,0.106732
0.89513,0.265538,0.99819,0.126973,0.107416
0.900916,0.265698,0.999996,0.129932,0.10811
0.906755,0.265861,0.997857,0.132292,0.108811
0.91261,0.266027,0.991778,0.133379,0.109513
0.918446,0.266197,0.981786,0.133986,0.110214
0.924226,0.26637,0.96792,0.13408,0.110907
0.929911,0.266545,0.950233,0.133632,0.111589
