names, Prey, Predator, Growthrate, 
//t, Prey, t, Predator, t, Growthrate, 
0.000000, 1.000000e+00,0.000000, 1.000000e+00,0.000000, 6.952658e-310,
0.010000, 9.980061e-01,0.010000, 9.994004e-01,0.010000, 6.952658e-310,
0.023333, 9.953583e-01,0.023333, 9.986015e-01,0.023333, 0.000000e+00,
0.041111, 9.918469e-01,0.041111, 9.975374e-01,0.041111, 0.000000e+00,
0.064815, 9.871986e-01,0.064815, 9.961207e-01,0.064815, 0.000000e+00,
0.080000, 9.842345e-01,0.080000, 9.952140e-01,0.080000, 0.000000e+00,
0.090000, 9.822884e-01,0.090000, 9.946224e-01,0.090000, 2.654821e-03,
0.100000, 9.803478e-01,0.100000, 9.941535e-01,0.100000, 6.543988e-02,
0.110000, 9.784122e-01,0.110000, 9.938060e-01,0.110000, 1.279667e-01,
0.120000, 9.764812e-01,0.120000, 9.935786e-01,0.120000, 1.899885e-01,
0.130000, 9.745543e-01,0.130000, 9.934690e-01,0.130000, 2.512604e-01,
0.140000, 9.726313e-01,0.140000, 9.934750e-01,0.140000, 3.115408e-01,
0.150000, 9.707116e-01,0.150000, 9.935937e-01,0.150000, 3.705916e-01,
0.160000, 9.687950e-01,0.160000, 9.938219e-01,0.160000, 4.281799e-01,
0.170000, 9.668810e-01,0.170000, 9.941561e-01,0.170000, 4.840784e-01,
0.180000, 9.649693e-01,0.180000, 9.945921e-01,0.180000, 5.380664e-01,
0.190000, 9.630596e-01,0.190000, 9.951258e-01,0.190000, 5.899310e-01,
0.200000, 9.611516e-01,0.200000, 9.957524e-01,0.200000, 6.394673e-01,
0.210000, 9.592450e-01,0.210000, 9.964668e-01,0.210000, 6.864800e-01,
0.220000, 9.573395e-01,0.220000, 9.972639e-01,0.220000, 7.307834e-01,
0.230000, 9.554349e-01,0.230000, 9.981378e-01,0.230000, 7.722028e-01,
0.240000, 9.535309e-01,0.240000, 9.990828e-01,0.240000, 8.105746e-01,
0.250000, 9.516273e-01,0.250000, 1.000093e+00,0.250000, 8.457475e-01,
0.260000, 9.497240e-01,0.260000, 1.001161e+00,0.260000, 8.775826e-01,
0.270000, 9.478208e-01,0.270000, 1.002281e+00,0.270000, 9.059542e-01,
0.280000, 9.459175e-01,0.280000, 1.003445e+00,0.280000, 9.307505e-01,
0.290000, 9.440141e-01,0.290000, 1.004648e+00,0.290000, 9.518735e-01,
0.300000, 9.421105e-01,0.300000, 1.005882e+00,0.300000, 9.692400e-01,
0.310000, 9.402066e-01,0.310000, 1.007139e+00,0.310000, 9.827813e-01,
